seq_num,dcm_pitch,I0
1,3.8847199999999997,0.0002996063232421685
2,3.88773,0.00022684097290036863
3,3.88988,0.00022417068481443375
4,3.8915999999999995,-8.558273315431636e-05
5,3.89375,-1.4820098876975953e-05
6,3.8958999999999997,-7.476806640643462e-06
7,3.8980499999999996,0.0003676986694335724
8,3.8997699999999997,0.00015140533447263721
9,3.9019199999999996,4.3926239013654205e-05
10,3.90407,3.725051879880543e-05
11,3.9057899999999997,0.00021816253662107198
12,3.9079399999999995,0.0001634216308593541
13,3.91009,-0.00012363433837892806
14,3.9122399999999997,-3.684997558595689e-05
15,3.91396,1.6555786132795244e-05
16,3.9156799999999996,0.0005185699462890418
17,3.91783,0.0005926704406738107
18,3.91998,0.0005486106872558372
19,3.9216999999999995,0.000653419494628887
20,3.92385,0.00022617340087888651
21,3.9259999999999997,0.0006193733215331793
22,3.92772,0.00013938903808591869
23,3.9298699999999998,0.0008777236938476367
24,3.9320199999999996,0.00037036895751951055
25,3.93374,0.0005272483825683367
26,3.9358899999999997,0.0008129692077636533
27,3.9380399999999995,0.0006487464904784945
28,3.9397599999999997,0.0007715797424316228
29,3.9419099999999996,0.0007929420471191168
30,3.94406,0.000896415710449199
31,3.9457799999999996,0.0009872055053710773
32,3.9479299999999995,0.0007595634460449043
33,3.9496499999999997,0.0014251327514648192
34,3.9517999999999995,0.0024418449401855244
35,3.95395,0.00596395492553709
36,3.9560999999999997,0.011702404022216789
37,3.95782,0.01902566909790037
38,3.9599699999999998,0.028121337890624987
39,3.9621199999999996,0.03854681015014646
40,3.96384,0.048649177551269525
41,3.9655599999999995,0.06286712646484373
42,3.96771,0.07774129867553708
43,3.9698599999999997,0.09326768875122066
44,3.9720099999999996,0.11011186599731444
45,3.9737299999999998,0.1256636238098144
46,3.9758799999999996,0.1449117279052734
47,3.9780299999999995,0.16863656997680665
48,3.9797499999999997,0.1933621025085449
49,3.9818999999999996,0.2252540206909179
50,3.98405,0.2601987457275391
51,3.9857699999999996,0.3031690216064453
52,3.98792,0.3512595748901367
53,3.99007,0.4118043518066406
54,3.9922199999999997,0.4816297149658203
55,3.99394,0.5644260025024415
56,3.9960899999999997,0.6718356704711914
57,3.9982399999999996,0.7995094871520995
58,3.9999599999999997,0.9590525245666506
59,4.00168,1.1963937377929683
60,4.0042599999999995,1.533499584197998
61,4.005979999999999,1.972540340423584
62,4.0081299999999995,2.4652345275878904
63,4.00985,2.973638687133789
64,4.012,3.424880657196045
65,4.013719999999999,3.8691965675354005
66,4.01587,4.3201468086242665
67,4.01802,4.717093811035156
68,4.01974,5.0814779853820795
69,4.021889999999999,5.414269313812256
70,4.024039999999999,5.665158901214598
71,4.02619,5.767822132110595
72,4.02834,5.622912940979006
73,4.03049,5.287502059936524
74,4.03264,4.889874134063723
75,4.0343599999999995,4.493433151245117
76,4.03608,4.074784049987793
77,4.0382299999999995,3.5997771835327144
78,4.039949999999999,3.2503379440307607
79,4.042529999999999,2.7127982711791994
80,4.04425,2.2974816894531243
81,4.04597,1.9212981796264648
82,4.04855,1.44596887588501
83,4.050269999999999,1.132179317474365
84,4.05242,0.8365336990356446
85,4.05457,0.6708710289001466
86,4.055859999999999,0.5764649963378908
87,4.0580099999999995,0.4715994453430177
88,4.06016,0.40245033264160157
89,4.06231,0.3422553634643554
90,4.0644599999999995,0.29626966476440425
91,4.06661,0.2613743400573731
92,4.06833,0.23089233398437503
93,4.07005,0.204318962097168
94,4.07177,0.18401142120361325
95,4.07435,0.1620109176635742
96,4.07607,0.14152847290039058
97,4.07779,0.12601209640502925
98,4.07994,0.10898967742919921
99,4.082089999999999,0.09300132751464843
100,4.08381,0.08144966125488277
101,4.08596,0.06909891128540037
