seq_num,dcm_pitch,I0
1,3.9019199999999996,0.035792942047119136
2,3.9032099999999996,0.0008882713317871067
3,3.9053599999999995,0.0007327270507812461
4,3.90751,0.0008982849121093655
5,3.9092299999999995,0.0010057640075683521
6,3.91138,0.0009343338012695244
7,3.9130999999999996,0.0010044288635253863
8,3.91525,0.0010945510864257743
9,3.9173999999999998,0.0011399459838867135
10,3.9195499999999996,0.0009770584106445256
11,3.92127,0.0010638427734374902
12,3.9234199999999997,0.001232070922851553
13,3.92514,0.0012774658203124954
14,3.9272899999999997,0.001159973144531245
15,3.9294399999999996,0.0012514305114746022
16,3.9311599999999998,0.0013288688659667915
17,3.9333099999999996,0.0013368797302246043
18,3.9354599999999995,0.0013589096069335886
19,3.9371799999999997,0.0014563751220703074
20,3.9393299999999996,0.0015444946289062426
21,3.94148,0.0016072463989257751
22,3.9431999999999996,0.0016386222839355384
23,3.94535,0.0016005706787109329
24,3.9475,0.0018308830261230446
25,3.9496499999999997,0.002034492492675777
26,3.95137,0.002157325744628898
27,3.9535199999999997,0.0022975158691406128
28,3.95524,0.0024844360351562473
29,3.9573899999999997,0.0026933860778808553
30,3.95911,0.0032474708557128883
31,3.96126,0.005529899597167966
32,3.9634099999999997,0.01246530532836913
33,3.96513,0.025246639251708974
34,3.9672799999999997,0.04713899612426757
35,3.9694299999999996,0.07876388549804689
36,3.97158,0.11971408843994139
37,3.9732999999999996,0.16267969131469728
38,3.97545,0.2131040763854981
39,3.9776,0.26801387786865233
40,3.9797499999999997,0.3350941848754884
41,3.98147,0.4050650787353516
42,3.9831899999999996,0.4829139900207519
43,3.98534,0.5684386444091797
44,3.9874899999999998,0.6490372848510741
45,3.9896399999999996,0.7483740043640138
46,3.99136,0.8664020729064941
47,3.9935099999999997,1.007648296356201
48,3.9956599999999995,1.1644643020629883
49,3.99781,1.3542770576477052
50,3.9995299999999996,1.5575240325927733
51,4.00168,1.8233018112182613
52,4.003399999999999,2.12461311340332
53,4.0055499999999995,2.474577064514161
54,4.00727,2.96343204498291
55,4.0094199999999995,3.624030609130859
56,4.011139999999999,4.345547122955323
57,4.01329,5.252623291015624
58,4.01544,6.196016044616698
59,4.01759,7.165518207550047
60,4.019309999999999,7.982275218963621
61,4.021459999999999,8.91767646789551
62,4.02361,9.794711894989014
63,4.02533,10.657960624694825
64,4.02748,11.520521087646486
65,4.029629999999999,12.354326553344727
66,4.03135,13.044507236480712
67,4.03393,13.836281032562255
68,4.03608,14.475183506011966
69,4.037369999999999,14.86870452880859
70,4.039949999999999,15.263756294250484
71,4.04167,15.312428970336914
72,4.04382,15.055960483551026
73,4.04597,14.401002902984619
74,4.047689999999999,13.776877136230468
75,4.04984,12.989867801666259
76,4.05156,12.186559696197506
77,4.05371,11.167841453552246
78,4.055859999999999,10.413947696685788
79,4.05758,9.477521724700926
80,4.05973,8.481802673339844
81,4.0618799999999995,7.563443202972413
82,4.063599999999999,6.604139537811278
83,4.0657499999999995,5.664132709503174
84,4.0679,4.828407974243165
85,4.06962,3.9444771957397444
86,4.071339999999999,3.2642546844482427
87,4.07349,2.7009520721435547
88,4.07564,2.219848937988281
89,4.07779,1.8408462715148923
90,4.079509999999999,1.5906789970397948
91,4.081659999999999,1.3655136299133304
92,4.08338,1.1834921073913571
93,4.08553,1.0351082038879396
94,4.08768,0.8874606323242187
95,4.0893999999999995,0.7578682136535646
96,4.09155,0.6334027481079101
97,4.0932699999999995,0.5388805580139159
98,4.09542,0.4480854225158691
99,4.097569999999999,0.3719635200500488
100,4.09929,0.31080390930175783
101,4.10144,0.2509280395507813
