,dcm_energy,xmu
0,6912.032527060062,11.286802070659398
1,6922.035658013846,11.651244984396532
2,6932.010122349633,11.881160791397608
3,6942.00853548727,12.200880331336524
4,6952.004389361152,11.933206515957748
5,6962.0016252936,12.49124648894368
6,6972.026864738599,11.98718752620957
7,6982.016250670084,12.264333834577876
8,6992.0127886098535,12.080357487627458
9,7002.0122546894645,12.863348065432819
10,7012.010374932598,12.776676956218493
11,7022.017443450145,12.771191951195261
12,7032.014553996341,13.417110052353292
13,7042.018289018877,14.435030381313249
14,7052.007503266384,15.71997199929106
15,7062.011518983281,16.576723288952333
16,7072.0112590767785,17.955206461499948
17,7082.002301049254,21.483496404808484
18,7083.9840480439825,22.548660180929133
19,7085.983976971917,23.970140032574143
20,7087.978694772232,25.11864152600717
21,7090.000151943677,25.926907191693495
22,7091.9993592853525,27.187279350720924
23,7093.993342259656,29.851535074428153
24,7095.997031980445,31.97701494340361
25,7097.989087158801,33.58908456411787
26,7099.995130105005,37.243998693743315
27,7101.991663743783,40.952344581084255
28,7102.271785046928,41.92070509664006
29,7102.577592604016,42.78716150619439
30,7102.874872404896,43.24721747176553
31,7103.174317121542,44.605487400117866
32,7103.478066495843,44.81652955583317
33,7103.775424848158,45.53796046523357
34,7104.081367347694,47.00730433088106
35,7104.378778333568,46.962565856488986
36,7104.684774988379,48.6216462395319
37,7104.977958385275,50.02700212657967
38,7105.288289445852,50.58185633659117
39,7105.585805740166,52.000679173737105
40,7105.879066628972,54.21048608292627
41,7106.180916218574,54.17536236592507
42,7106.478510409367,56.40327186545734
43,7106.780413066409,59.374967784415105
44,7107.084483890541,59.3444538710048
45,7107.377873692796,61.36135228581659
46,7107.686281422334,63.38554239625694
47,7107.992575030583,65.76681843430404
48,7108.296753944168,69.03829554516139
49,7108.583820894898,71.4355811085407
50,7108.8859099658,74.93796048497292
51,7109.188025789569,78.75341688366595
52,7109.498740180749,84.08966558792903
53,7109.788051432688,92.19782850855412
54,7110.0816738592175,99.4024540929587
55,7110.383895590407,112.10161186164652
56,7110.686144091832,128.9746415072296
57,7110.98413158724,155.11874973521645
58,7111.288577338947,181.85244782288325
59,7111.586617445371,210.54272846739693
60,7111.884683581537,236.50515437425372
61,7112.191354328119,253.920554815075
62,7112.49161811818,265.33763439563774
63,7112.794053349277,265.37278121486213
64,7113.096515378577,275.40465022617025
65,7113.392567997928,276.478710896322
66,7113.701519845816,278.284015369735
67,7113.995479156874,278.7466806233362
