,dcm_energy,xmu
161,11911.049336669188,89.58608663350469
162,11912.370965166865,90.57133682252942
163,11913.699069066186,90.54625786711239
164,11915.04601133135,92.76236181991521
165,11916.41180481924,93.75720109033414
166,11917.790280338146,95.60008930935031
167,11919.20618152946,99.54787719058815
168,11920.616238749433,98.55202355361861
169,11922.057567873013,101.41167361891355
170,11923.530191784073,99.94810747767335
171,11925.003184684601,101.76159332792076
172,11926.507503656263,101.26573672619182
173,11928.030786572665,102.67394756019839
174,11929.560658769098,104.26939168214629
175,11931.121910239779,104.4803624984855
176,11932.671180378962,105.43849219481474
177,11934.295253421964,107.91566980494639
178,11935.913573532038,109.37337202874295
179,11937.550947877471,111.50072531192625
180,11939.207392177146,113.42750321096132
181,11940.864302717748,116.73723069410616
182,11942.540304559068,114.54679677772421
183,11944.247833989844,116.4675274778811
184,11945.980706302362,116.2996996535176
185,11947.732729873056,115.38781628169144
186,11949.51013720971,117.96032593287478
187,11951.30051596536,115.89278360797124
188,11953.091438852764,117.45857378698082
189,11954.926455504581,117.90533534964939
190,11956.749596995585,115.85309497938108
191,11958.61065385238,115.43187080019071
192,11960.509661716207,116.03587968301775
193,11962.42796909173,115.04849246944471
194,11964.340669245854,115.28733214117815
195,11966.24152310321,114.05467483965215
196,11968.205343075588,114.79729388509092
197,11970.201004173276,115.46043637065645
198,11972.203579868865,115.1646954642875
199,11974.213076855862,113.97729315192774
200,11976.248233487513,114.6311433736654
201,11978.284091729924,112.24465369461994
202,11980.358141228617,111.28104218423749
203,11982.445420028494,109.28300353283724
204,11984.57720516853,109.70153920164452
205,11986.697249693563,108.04619680618225
206,11988.843083700336,108.41721950219399
207,11990.99595636251,108.55290698787847
208,11993.180922104068,106.00444250824437
209,11995.391751921432,107.09123582569863
210,11997.609674857918,104.8151669954436
211,11999.866042762129,104.96673727657189
212,12002.110728838139,103.83517831615909
213,12004.406455914783,103.14722753091617
214,12006.703073649549,105.17168986506836
215,12009.025696870332,103.42703621962802
216,12011.355512442658,104.6647792151163
217,12013.71137896603,104.45837640477876
218,12016.099613068202,105.3848923068596
219,12018.495098735042,104.71085163754218
220,12020.891552994166,105.91627541524248
221,12023.339326423067,104.70434830879715
222,12025.788110779666,106.54216195099805
223,12028.288298714131,106.04708029513054
224,12030.770635867784,107.4694101454696
225,12033.254012045762,108.49587606519319
226,12035.795190664208,108.01445726746054
227,12038.337457692236,108.24490313407219
228,12040.912375955992,109.35227879236402
229,12043.48209606295,108.52806633178393
230,12046.103471923509,109.65748413811257
231,12048.732325727251,108.29801143671523
232,12051.387637349679,108.17976148555121
233,12054.025156588003,109.84468544154225
234,12056.714480321716,108.20129847858408
235,12059.443013740372,109.54596158337189
236,12062.134789228068,109.163734447487
237,12064.85947277798,110.41266494749956
238,12067.623449636465,109.65774576726888
239,12070.407742155487,109.36349617014129
240,12073.199684309217,109.12785719103083
241,12075.992936148841,109.30291368622525
242,12078.838320954992,109.51992248014862
243,12081.697777156061,110.30816228999497
244,12084.571324033042,108.57109564069707
245,12087.46534299759,109.2701937716619
246,12090.379862859612,109.55965132955886
247,12093.289439631595,109.18448631501528
248,12096.219550457683,108.0800021863623
249,12099.208471806995,109.34459839074285
250,12102.198890896772,107.05787992446048
251,12105.197189805955,107.51450530215823
252,12108.216147638253,106.87307365473852
253,12111.28134439313,107.76245670361845
254,12114.34172397081,108.18676683278275
255,12117.39088374927,107.47539081547903
256,12120.531162217138,106.6096706511635
257,12123.647488174456,105.7253487379668
258,12126.75263088738,105.45743284282041
259,12129.942682400268,107.33432072859544
260,12133.128024770704,106.47937941080934
261,12136.30223486196,105.04917782774557
262,12139.50379954109,106.783740322066
263,12142.758445950709,105.8341348657665
264,12145.982738578756,106.32839477055933
265,12149.279476610543,105.73168420430402
266,12152.56516575354,105.74685650496805
267,12155.871962402061,107.45140524727223
268,12159.187022400754,105.92156712614523
269,12162.561897013471,106.44721373421595
270,12165.91288693739,106.74091717276734
271,12169.285097813225,107.71110098619793
272,12172.70437700668,106.71488973850887
273,12176.119147285202,106.442678679409
274,12179.56170259359,107.81543873099007
275,12183.057946732604,106.48857024471387
276,12186.517416783916,106.57288970678249
277,12190.017710090244,105.96413719088143
278,12193.558896218634,106.39170525684081
279,12197.07625001033,107.11379184905553
280,12200.634561039988,106.7342935981091
281,12204.214438471752,106.71728333124712
282,12207.802936729302,106.72855732153391
283,12211.439039190866,106.59197044390103
284,12215.05784077213,106.25137211782038
285,12218.704827981575,107.22992622317174
286,12222.380050014785,107.24500303000325
287,12226.070534911585,107.29917579752517
288,12229.7697938517,107.52405670050801
289,12233.529991365749,107.8022844489817
290,12237.24687272901,105.47311972900305
291,12241.02478577955,107.29842953337509
292,12244.818125529167,107.84897280932945
293,12248.613848521158,106.76221744871323
294,12252.451192595678,107.38503483194049
295,12256.258256858158,105.43099891218947
296,12260.15283782857,107.53720678034708
297,12264.01061684885,106.04712122859836
298,12267.9298609244,105.50452416211485
299,12271.858204492995,106.30709015070103
300,12275.769404590717,105.61953702028337
301,12279.735682262804,105.69173256296276
302,12283.724277341384,105.3579011844919
303,12287.695766397885,105.68789366576539
304,12291.729094813993,105.6698321781945
305,12295.765107106557,105.86122377197027
306,12299.830168434506,105.30719229932355
307,12303.864979020731,105.41034143994656
308,12307.981666117123,105.06646814244728
309,12312.068125666077,105.61456623795992
310,12316.196986012525,106.12075226459476
311,12320.368330798881,105.54659657768102
312,12324.522687028453,104.34041764497768
313,12328.726237076677,105.5374485595307
314,12332.899560350841,105.58092169048741
315,12337.175215205574,106.19941892496337
316,12341.360972773973,105.91813187041397
317,12345.635934527118,104.83101402571934
318,12349.933833390138,105.12112746577479
319,12354.21481565643,104.99968376353425
320,12358.56535123995,106.48152890523909
321,12362.8856957616,104.45662291774029
322,12367.262413914379,105.79715157567365
323,12371.63560390515,106.38917436732878
324,12376.025275620792,104.70085871202393
325,12380.424782777127,104.99253437812759
326,12384.880926201638,105.6955963071126
327,12389.306879765982,106.79935674486866
328,12393.829741888807,105.49753838963932
329,12398.268876569524,105.06849373885676
330,12402.75815379987,106.25122288172753
331,12407.297680395855,104.82994084888199
332,12411.827148940107,105.59241770870645
333,12416.474172097507,106.2723892307558
334,12420.990263121725,105.40594798237755
335,12425.650968814325,105.97345451612253
336,12430.261354559587,105.65278827070398
337,12434.902159674832,105.44821124805469
338,12439.559962778025,105.50637514604958
339,12444.207805167669,106.01915690108108
340,12448.940208924672,106.16180405555056
341,12453.608673021172,105.69702010866553
342,12458.436254606468,105.67666503567382
343,12463.111937159507,105.97374448622902
344,12468.007956326077,105.06939672714012
345,12472.690920417346,104.84379356332205
346,12477.499577059005,105.98353461505855
347,12482.3391518383,105.08768172106856
348,12487.291261627955,104.68792146081132
349,12492.138534417869,104.76336377593088
350,12497.010039626834,104.94274989188446
351,12501.84452364786,105.43484448101528
352,12506.764603838663,103.91340324646002
