time,dcm_energy,xmu
1594431170.2125738,5523.406866526952,666.2943462784511
1594431173.3463197,5533.403981528966,662.1474310846984
1594431178.3621364,5543.4007351117025,675.6139354511766
1594431185.1697667,5553.407066685804,676.3531620725279
1594431191.1635702,5563.411364178226,684.2263465776036
1594431192.8126438,5573.4120913852,690.746075285314
1594431194.816431,5583.408977361384,689.1465455669611
1594431196.8220844,5593.410791250035,699.3353460021921
1594431198.8085847,5603.410879217956,700.9363022901146
1594431200.637333,5613.407693212223,711.9519176311112
1594431202.3268173,5623.404889929644,722.2172699804577
1594431204.183104,5633.406184042709,720.2733943500601
1594431205.810546,5643.40613262949,713.262794160655
1594431207.5322452,5653.389960600262,721.7843655210249
1594431209.1886818,5663.399712516227,732.8947145987706
1594431210.8184805,5673.3955157082855,743.6994413704597
1594431212.528338,5683.399713662292,741.8745186618011
1594431214.1846833,5693.402791113524,756.1529241731557
1594431216.0370147,5695.393155307185,765.3095696467225
1594431217.7345,5697.393068834947,758.2495956696866
1594431219.4802792,5699.393139005304,767.1347006105311
1594431221.187222,5701.393364440871,766.6348395242012
1594431223.043966,5703.392397107547,766.6990710421143
1594431224.8460574,5705.3942755871485,774.3204519314113
1594431226.6505997,5707.396307206574,781.4467565608636
1594431228.345793,5709.401189953788,773.7034013856446
1594431230.091743,5711.402175020656,791.5942120641903
1594431231.8371718,5713.399251920411,800.8278826241481
1594431234.305558,5713.641218392094,811.8640613530936
1594431236.7601464,5713.888614565052,797.9366608127855
1594431238.9408865,5714.140089861156,808.1638615604815
1594431241.1972125,5714.390236591265,807.1190510717153
1594431243.3309696,5714.640406713097,818.412138862759
1594431245.484242,5714.890600229852,806.9195518051088
1594431247.4674094,5715.140817144735,815.6281062283297
1594431249.438741,5715.391057460948,817.2890808009529
1594431251.263953,5715.642674022171,823.1603217144578
1594431252.9564054,5715.89160831019,821.8291619019917
1594431254.5935092,5716.145978132372,834.5308984043203
1594431256.237438,5716.394959244173,841.7804402757451
1594431257.8323126,5716.645316868302,832.5913270381266
1594431259.4443066,5716.894344439019,831.3371754454232
1594431261.0490327,5717.1461023815755,847.1458857750948
1594431262.6474621,5717.392469097348,855.548582977561
1594431264.239955,5717.644273895729,848.9998864767634
1594431265.8306017,5717.894748401604,865.384352021087
1594431267.4473722,5718.1479545580205,861.0605364487469
1594431269.048912,5718.398476193754,873.3643752209067
1594431270.6468258,5718.650375633987,879.3552101771434
1594431272.272921,5718.900944285819,884.8214050120622
1594431273.8645046,5719.151536387161,905.6212959522344
1594431275.4488337,5719.4007971995115,908.3628675751961
1594431277.0617924,5719.648726347747,928.1479851784172
1594431278.6505446,5719.898033443192,929.8863854374007
1594431280.2513003,5720.146008629237,942.2348821231953
1594431281.8427746,5720.396717265262,953.763338414542
1594431283.457579,5720.647449369982,955.2866588249693
1594431285.0513768,5720.900915945971,979.9598094406799
1594431286.653108,5721.153050879149,995.29823178655
1594431288.2517526,5721.3997865284955,993.9899932156854
1594431289.83873,5721.650612540177,1024.004503708459
1594431291.4499283,5721.900106030289,1040.762867245199
1594431293.0521107,5722.150978887794,1051.1493534835415
1594431294.6577263,5722.397806459675,1082.7920558201058
1594431296.351366,5722.646013153338,1104.7549138389568
1594431298.0031958,5722.899668881537,1129.4705172015942
1594431299.6553159,5723.151991981416,1160.3447092863885
1594431301.2490718,5723.402982073073,1211.3519518201363
1594431302.85277,5723.65128188578,1229.9417430190483
1594431304.465277,5723.903675760914,1295.5066647020951
1594431306.0623746,5724.152021963726,1333.251958678945
1594431307.686409,5724.399033906365,1389.803681684464
1594431309.2848494,5724.648783406017,1434.0807132550424
1594431310.8677776,5724.8999136996235,1524.1488086882819
1594431312.4567657,5725.148352217508,1573.5698596347302
1594431314.0671208,5725.400887090953,1610.2827498901256
1594431315.6938725,5725.652087846577,1705.0437183391814
1594431317.2883105,5725.901954105966,1769.0868580005988
1594431318.8786361,5726.149127335061,1831.35701669749
1594431320.4740071,5726.400398199857,1913.0384558411633
1594431322.0597372,5726.650334198991,1990.2715640079098
1594431323.6954556,5726.897576419153,2072.7552279009305
1594431325.2925813,5727.148917421776,2108.049497152463
1594431326.909563,5727.40164077118,2169.801889280143
1594431328.5331826,5727.651670096533,2220.4981119294284
1594431330.215933,5727.904440821212,2231.794997239907
1594431331.8716624,5728.154517018863,2238.537297394911
1594431333.47762,5728.401897932474,2256.6644768080796
1594431335.0740063,5728.649301659343,2278.215622713356
1594431336.6701753,5728.89944730231,2268.4894414975006
1594431338.2844927,5729.150975946693,2267.936038610595
1594431339.8725486,5729.40252817226,2293.2302774096343
1594431341.4748878,5729.6486642557975,2286.1597592967423
1594431343.0700324,5729.901623201493,2275.4875526913834
1594431344.6896672,5730.153245807453,2302.6108932832108
1594431346.2865286,5730.40217138187,2302.2381040816094
1594431347.8782506,5730.65248048477,2293.706223186438
1594431349.4699056,5730.898731239177,2270.199395959636
1594431351.0700111,5731.149086656668,2277.068501280795
1594431352.7120225,5731.40218706322,2274.156596197251
1594431354.3090777,5731.648506607755,2248.0635746277217
1594431355.89606,5731.900293036217,2227.0548490189603
1594431357.4858317,5732.154825481068,2215.6786805615993
1594431359.0797246,5732.40393674613,2165.806752134445
1594431360.7118049,5732.653071126258,2177.141344966879
1594431362.3101382,5732.900867045373,2164.2613185708033
1594431363.9012227,5733.148685833818,2146.577898638757
1594431365.492459,5733.400612988416,2121.3780469161275
1594431367.0868225,5733.648477901879,2099.251291347335
1594431368.711214,5733.899089862767,2087.266298669531
1594431370.2978177,5734.152449636854,2058.5579097183036
1594431371.8863676,5734.403108630074,2061.9504957350805
1594431373.4805777,5734.652428549651,2051.1908970132313
1594431375.0855486,5734.9004090193575,2066.0926765457803
1594431376.7214246,5735.151137822211,2049.105667791659
1594431378.3133965,5735.401890028475,2058.9211782143857
1594431379.9057825,5735.647213748675,2053.6761265154164
1594431381.4991393,5735.90073846183,2076.2489829699066
1594431383.0906816,5736.150197415694,2096.3564410555837
1594431384.7176988,5736.405132951588,2117.6248840022076
1594431386.3094099,5736.654638739631,2088.6332314039782
1594431387.8974671,5736.901440478709,2110.447036400401
1594431389.4935384,5737.150992354027,2147.3173621818323
1594431391.0941637,5737.400567404303,2151.5705291363042
1594431392.719554,5737.65016563269,2156.6921327294117
1594431394.3117146,5737.898422927924,2161.7058543298667
1594431395.897796,5738.148067395291,2174.313210818707
1594431397.50008,5738.400463786568,2184.806100155496
1594431399.0967395,5738.651519381613,2155.25516183352
1594431400.7236805,5738.901233801357,2149.374407719462
1594431402.3112502,5739.150971418168,2147.9437633845155
1594431403.9020004,5739.4007322352045,2121.8549029135957
1594431405.4997022,5739.649151252564,2122.6076254866184
1594431407.0997293,5739.898958352702,2105.3149610603705
1594431408.7199283,5740.1487886625155,2081.128291852344
1594431410.3071482,5740.401372953002,2045.9305800593445
1594431411.895851,5740.652615457223,2022.5699760500866
1594431413.4973402,5740.902515795693,1985.2369238582814
1594431415.1055334,5741.151073590904,1937.8417923499173
1594431416.7271812,5741.402386142896,1912.464383152003
1594431418.314322,5741.652356157948,1895.6648265460842
1594431419.907922,5741.9009832584,1852.8512017953783
1594431421.499418,5742.148267068567,1845.2166768656366
1594431423.1046848,5742.396940009339,1795.4432671671123
1594431424.7225819,5742.6497355141155,1784.316490882607
1594431426.315968,5742.901188119755,1743.7711398459758
1594431427.9019554,5743.154031010005,1707.8658626965941
1594431429.507301,5743.401430023671,1699.6283107430809
