time,dcm_energy,xmu
1594570913.614281,6912.005427824679,54.11576374476519
1594570916.313794,6922.007964274875,51.00735417056495
1594570919.8682947,6932.008259994854,48.259584255213056
1594570924.4678025,6942.008194390888,48.02344067901224
1594570930.866625,6952.013760600046,44.927029819497875
1594570936.4669373,6962.0166665158185,44.21753036340965
1594570938.0981278,6972.014692850431,44.10018633675015
1594570939.7335763,6982.01797575215,43.76837602447921
1594570941.3285224,6992.018146917528,42.5460213576701
1594570942.937781,7002.012966020739,38.65236441052112
1594570944.5338416,7012.01474136705,38.69086813594472
1594570946.1286352,7022.010870288022,38.613178436080005
1594570947.7412045,7032.011639398192,38.02806099116834
1594570949.4362285,7042.006452133479,38.94850910208841
1594570951.1276886,7052.007762484787,39.51703096462817
1594570952.7391093,7062.002815739308,37.24144701173881
1594570954.3253129,7072.008377779875,38.88401637649934
1594570955.9393375,7082.0074038509165,38.852823337288086
1594570957.7477324,7083.995433390763,40.73231026226555
1594570959.5690632,7086.010163894072,41.34218695461731
1594570961.3762167,7088.004795413627,39.351183124933335
1594570963.2422874,7090.00912007711,41.45068612403473
1594570965.0423658,7092.008230823108,39.547696851052194
1594570966.8432257,7094.006383651144,42.04215227096025
1594570968.5970206,7096.005710202165,43.04105195654983
1594570970.3559885,7098.004075862307,40.9660802819701
1594570972.0503004,7100.0036147760475,41.89907061684719
1594570973.8524995,7102.004327961899,41.56079696035332
1594570976.3940346,7102.183936600406,43.054239700504816
1594570979.3574533,7102.3806616852735,43.752160425244185
1594570981.744674,7102.583813636481,45.49764576716113
1594570983.9578512,7102.782700434926,42.81847494780259
1594570985.6784737,7102.985876352561,45.03345494938604
1594570987.4037163,7103.1847866149255,44.28129025619358
1594570989.0887194,7103.38798650317,44.604262396017255
1594570990.7443323,7103.584781099425,43.62077363545166
1594570992.353416,7103.790144096576,43.48866065255523
1594570993.9535234,7103.986961912536,45.6192016986617
1594570995.5753987,7104.185930602853,44.942600847124965
1594570997.1743438,7104.38705054315,45.15614454202019
1594570998.7604232,7104.5881823492855,45.853213263353936
1594571000.4604104,7104.789326022298,46.557271411611644
1594571002.1537323,7104.990481563218,43.593966549606826
1594571003.7516959,7105.19378911572,44.749702673718275
1594571005.3530579,7105.390687985355,45.66820804328195
1594571006.9516733,7105.594019403788,45.994317127163676
1594571008.5830617,7105.7909413877,44.99140098762202
1594571010.1733646,7105.996437322695,46.94625654318133
1594571011.7621257,7106.1955233200015,44.9963834888556
1594571013.3510206,7106.3989027380885,44.369743972399014
1594571014.9582107,7106.595871209909,46.359257950638245
1594571016.5907836,7106.797133355888,46.57700765348235
1594571018.1829212,7107.000548656997,45.62058940319089
1594571019.7733355,7107.1932690819,46.83905449369651
1594571021.3668919,7107.398849539136,46.24599329250187
1594571022.9606295,7107.595875772515,46.63766488010131
1594571024.591451,7107.79719694084,49.17211362047147
1594571026.1817603,7107.998529992559,46.48776387207231
1594571027.76546,7108.19344884289,46.45342554079445
