time,dcm_energy,xmu
1594520417.4040537,4766.407569103011,8853.250050866998
1594520425.0090373,4776.405590775674,4332.173972544475
1594520434.5083382,4786.407651510476,4906.013610828981
1594520436.2641206,4796.407923398971,4589.368592545776
1594520438.0166798,4806.407908510553,4524.068927033023
1594520439.998605,4816.4072729081345,3870.7211104390212
1594520441.966739,4826.406617729858,4332.173972544571
1594520443.9621828,4836.404674111066,5392.6901610231425
1594520445.9634469,4846.402992637875,8090.8800556670085
1594520448.075455,4856.399352477704,6179.743847388012
1594520449.8767607,4866.398181069289,4828.698210085356
1594520451.625392,4876.397273744576,0.0
1594520453.8425674,4886.401134631384,0.0
1594520455.6169984,4896.403703482081,5674.126852928501
1594520457.3373113,4906.403675336244,3312.258860674272
1594520459.0751095,4916.401678619883,4927.531214385309
1594520460.880761,4926.401299764889,3799.195852227447
1594520462.631774,4936.400279626943,3620.227014650747
1594520464.336663,4938.398708281357,4201.033875058939
1594520466.0532992,4940.396935872432,6159.415742626567
1594520467.6999757,4942.394959426911,3237.686215792444
1594520469.4359255,4944.396731836049,5274.541931714506
1594520471.1424694,4946.396321569158,0.0
1594520472.8844063,4948.393720384089,4133.471050240064
1594520474.6296828,4950.394869613612,7784.543839751978
1594520476.341343,4952.394814416744,8322.052717626719
1594520478.055226,4954.396529222379,4979.953153613467
1594520479.7244453,4956.402004768741,5636.172827156358
1594520481.886981,4956.596883018838,4070.569264057655
1594520484.3189952,4956.797744483264,3355.6673579907015
1594520486.3373814,4956.995640282103,0.0
1594520488.4430747,4957.196537125125,0.0
1594520490.516568,4957.395462451687,4394.304238122268
1594520492.539751,4957.595400012234,4347.33853737453
1594520494.5413072,4957.797344919123,4898.882777092495
1594520496.3870718,4957.9983128995655,3775.125777739543
1594520498.2099586,4958.197308668231,0.0
1594520499.8949802,4958.397317032126,4223.598183759007
1594520501.6392612,4958.598338257119,3331.7836045530216
1594520503.389577,4958.800372610451,8100.2553512145905
1594520505.1009328,4958.999438857378,3923.6686270544583
1594520506.7932467,4959.198522598308,4463.557534585767
1594520508.4981096,4959.39662828576,4088.0236070750007
1594520510.2668443,4959.595746933888,18518.85357492776
1594520512.020409,4959.796874532569,3949.4465356488063
1594520513.7288985,4959.99503254665,3086.4755958241167
1594520515.4547174,4960.198187394491,4700.741074811188
1594520517.1978016,4960.397376496428,4068.9874086719515
1594520518.7951522,4960.5985752625675,0.0
1594520520.3974595,4960.798795726671,8760.053039412536
1594520522.0002553,4961.0000301344535,166440.96114339854
1594520523.621206,4961.2002860683115,0.0
1594520525.3123472,4961.398566836859,10402.562984301308
1594520527.0593824,4961.598857985431,3401.0407170937306
1594520528.805454,4961.7961770183765,4092.8105199639126
1594520530.5020907,4961.998496687881,3020.0997765591037
1594520532.194462,4962.198840851523,4585.620885224024
1594520533.8024383,4962.40119646015,3932.8253799764298
1594520535.398419,4962.6025731718855,3825.2551292314283
1594520537.0028899,4962.801973676817,3718.892523850563
1594520538.6256099,4963.001391718347,5480.376179901385
1594520540.2042105,4963.198832856082,4554.636960323916
1594520541.8066928,4963.399283110898,3281.934445116753
1594520543.401936,4963.597756291386,0.0
1594520545.0056343,4963.799239295161,4394.482052775484
1594520546.635505,4964.000740199426,0.0
1594520548.2761512,4964.202259006485,3921.3828033352656
1594520549.9217565,4964.400802468163,6036.718798011519
1594520551.564284,4964.601358983823,2314.539413793488
1594520553.1679196,4964.801933232265,3354.376376246915
1594520554.8126771,4965.0015272017945,3625.2901950799733
1594520556.4161937,4965.199142530348,4672.807732685977
1594520558.008105,4965.399769637728,2505.562855949475
1594520559.6315196,4965.598417933382,7316.088252696461
1594520561.2138867,4965.800078714974,5109.037887472297
1594520562.8138084,4966.001757419956,6822.735527609903
1594520564.4109557,4966.2014569664225,5972.766780729061
1594520566.017795,4966.403171347594,6061.926889639069
1594520567.634383,4966.5999100685785,3423.1487856651156
1594520569.2136815,4966.801659868747,3671.4948740368554
1594520570.813965,4967.001429815513,4913.165234168372
1594520572.4177852,4967.199219383641,4481.956583297323
1594520574.1213763,4967.398025255758,7065.895795314957
1594520575.8198807,4967.599846009795,3376.8483061475463
1594520577.42039,4967.801684707836,4055.8740681584873
1594520579.023416,4968.001542683584,5130.032497168074
1594520580.6394048,4968.2004188326555,4985.845193253771
1594520582.219195,4968.403310442723,0.0
1594520583.8282888,4968.60022259188,7608.1971797720735
1594520585.4243443,4968.799151187687,6595.75606778705
1594520587.0222547,4969.0000967578035,5540.338676799873
1594520588.6476703,4969.2010601105885,3774.279228040043
1594520590.2304451,4969.399041399096,4586.955622111694
1594520591.8252385,4969.602040134612,2830.17018951368
1594520593.4321928,4969.803056760585,2549.494213797311
1594520595.0313075,4970.001090533843,3593.977707790383
1594520596.6432567,4970.202142480073,4244.875756473158
1594520598.2244885,4970.401211441,3414.8240634648982
1594520599.827722,4970.599297370243,0.0
1594520601.428458,4970.801402835836,5427.427205097378
1594520603.028584,4971.002525626729,4394.30423812214
1594520604.6440384,4971.199663251438,6784.284006371398
1594520606.227647,4971.402822963149,4644.865332526565
1594520607.831709,4971.60199716056,5487.063116754044
1594520609.4310012,4971.801188817486,4218.1459197180175
1594520611.0312304,4972.002400126474,0.0
1594520612.6473792,4972.199624518749,3064.028500581792
1594520614.335981,4972.397867297484,0.0
1594520615.982628,4972.601134160835,12803.154442215768
1594520617.6031463,4972.802416307232,0.0
1594520619.1972475,4973.002714742972,3887.942362679869
1594520620.8347466,4973.203030829901,0.0
1594520622.4310784,4973.403364570276,3694.7782072401615
1594520624.0386221,4973.601712364988,0.0
1594520625.64815,4973.801079354115,3782.749116936368
1594520627.2360125,4973.999461851522,3880.7510585674218
1594520628.8357077,4974.199865786649,2629.041615163784
1594520630.4433143,4974.4012895388305,7748.118047445573
1594520632.0420551,4974.601728893896,5208.51845829931
1594520633.6455076,4974.801183589078,3064.0285005817577
1594520635.2419662,4975.0026606138745,3722.589236100953
1594520636.8401108,4975.20215047749,4260.9751588365525
1594520638.4380636,4975.398650062129,4313.8058163854175
1594520640.0454524,4975.599177343781,3192.0184329217386
1594520641.6485245,4975.800725075105,4789.669287737241
1594520643.2405028,4976.000284950653,4950.793461825745
1594520644.8480284,4976.202871173006,4647.952372405656
1594520646.4437597,4976.403469366846,2837.0634264646465
1594520648.044091,4976.602079003782,3576.814490465686
1594520649.6499302,4976.800705980395,4337.7494860227425
1594520651.2460084,4977.001356895619,3250.1748800770056
1594520652.8483834,4977.199015347172,3992.4571124920817
1594520654.4475448,4977.39970139165,4234.210239497054
1594520656.050633,4977.60241226371,3616.3426509010983
1594520657.6501167,4977.801126585072,3998.1392059783307
1594520659.2510037,4978.001865738543,2881.500563931904
1594520660.851072,4978.20262259954,0.0
1594520662.4508605,4978.401389336949,4102.418056395848
1594520664.0548503,4978.6011774380695,4828.698210085304
1594520665.6493263,4978.800983076778,4266.368798278112
1594520667.254675,4979.000806255307,3503.566892557003
1594520668.8617232,4979.1996427073,4470.068104296623
1594520670.4565892,4979.3995008839975,4133.4710502400185
1594520672.0561054,4979.60439883629,3597.04519812148
1594520673.6563823,4979.803288014292,4776.68975958834
1594520675.257797,4980.001189945155,4734.418168795591
1594520676.856603,4980.203127918997,4120.3317244984955
1594520678.460571,4980.400059807526,9333.140621431936
1594520680.0584137,4980.599018499018,4841.0805873254885
1594520681.6554308,4980.800004522424,5563.487724195924
1594520683.2606564,4981.002013348326,4411.559359475958
1594520684.8584306,4981.20102463718,5840.035359608484
1594520686.4593518,4981.402063796,6896.730702610784
1594520688.0653343,4981.604126029844,2591.643440496716
1594520689.6523588,4981.8021845192525,5074.423809644058
1594520691.2575684,4982.00126573497,6781.552013358556
1594520692.8722718,4982.199358757808,2749.5776589704656
1594520694.4648466,4982.400486047431,5122.236095196878
1594520696.0606983,4982.600625324836,3582.586713877235
1594520697.6673074,4982.80078218454,3853.6495965260788
1594520699.2678602,4983.004980416006,3230.369855868124
1594520700.8685815,4983.203160729302,3742.2485910592036
1594520702.4686086,4983.40135827987,3519.66613864432
1594520704.0663855,4983.601585491185,4533.807229439923
1594520705.6625245,4983.803842895912,3864.731446354483
1594520707.2650442,4984.001086308856,3726.293304992674
1594520708.87021,4984.199353268004,3813.5690137652527
1594520710.4667838,4984.399650601441,0.0
1594520712.0717256,4984.602985495165,11234.771168798112
1594520713.6706326,4984.803318301138,3394.1906854379527
1594520715.2732522,4985.001655054487,3245.1687794780228
1594520716.8791595,4985.203029817698,3106.897941377251
1594520718.4766579,4985.401401350084,3519.8994804121394
1594520720.0739534,4985.601804331814,5007.536080299461
1594520721.6754067,4985.800210564444,3700.5185489304836
1594520723.274229,4986.000648603146,3413.7873942731526
1594520724.873996,4986.20211162159,3401.3848969278656
1594520726.4852402,4986.401577543918,2519.006988520243
1594520728.0818632,4986.601060914421,29257.224777437496
1594520729.6777751,4986.8025769841515,6699.328750477535
1594520731.2790325,4987.0041108608675,4476.004449720648
1594520732.876476,4987.20062353763,4941.981452550571
1594520734.484316,4987.4001768111475,0.0
